ITEM_ID,SKU,TITLE,QUANTITY,CHANNEL,MARKETPLACE_PRICE,MSHOPS_PRICE,MSHOPS_PRICE_SYNC,CURRENCY_ID,DESCRIPTION,SHIPPING_METHOD_MARKETPLACE,SHIPPING_METHOD_MSHOPS,LISTING_TYPE,FEE_PER_SALE_MARKETPLACE,FEE_PER_SALE_MSHOPS,STATUS,CATEGORY,CATEGORY_ID,ITEM_LINK,URL,IMG
MLB3869304591,001-2410-0535,Donkey Kong Original Japonês - Super Famicom,1,Mercado Livre e Mercado Shops,265,225,No Vincular,R$,"Apresentamos o clássico Donkey Kong para Super Famicom, em sua versão completa e original. O item está em ótimo estado de conservação, especialmente levando em consideração seus mais de 30 anos de existência.

Destaques:
- Edição Completa: Inclui todos os itens originais – cartucho, manual e caixa.
- Condição: Apesar de sua idade, o item está preservado em excelentes condições, sem danos significativos.
  
Observações:
- As imagens fornecidas são do próprio produto, permitindo que você julgue o estado de conservação por si mesmo.
- Obs: Ao efetuar o pagamento à vista, é possível obter descontos. Além disso, em caso de compra de vários itens! Consulte nosso catálogo e não hesite em entrar em contato conosco para mais informações.

Collectors Guardian – aqui, o colecionismo é mais que uma paixão, é um estilo de vida.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3869304591,https://www.collectorsguardian.com.br/MLB-3869304591-donkey-kong-original-japonês---super-famicom-_JM#item_id=MLB3869304591,https://http2.mlstatic.com/D_NQ_NP_706593-MLB79735477172_102024-O.jpg
MLB3869291425,001-2410-0534,Hoshi No Kirby (aka Kirby's Dream Land) - Gameboy,1,Mercado Livre e Mercado Shops,350,299,No Vincular,R$,"Hoshi no Kirby (Kirby's Dream Land) – GameBoy (Mídia Física)

Cópia física de ""Hoshi no Kirby"" (conhecido como Kirby's Dream Land) para GameBoy. O primeiro jogo da franquia Kirby, com mecânicas de plataforma e habilidades especiais.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Premium,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3869291425,https://www.collectorsguardian.com.br/MLB-3869291425-hoshi-no-kirby-(aka-kirby's-dream-land)---gameboy-_JM#item_id=MLB3869291425,https://http2.mlstatic.com/D_NQ_NP_965136-MLB79738554018_102024-O.jpg
MLB3869279357,001-2410-0533,Super Donkey Kong 2 Super Famicom/snes Jp Game.,0,Mercado Livre e Mercado Shops,155,140,No Vincular,R$,"Super Donkey Kong 2 – Super Famicom/SNES (Mídia Física, Versão Japonesa)

Cópia física de ""Super Donkey Kong 2"" para Super Famicom/SNES, versão japonesa. Um clássico jogo de plataforma que oferece aventura com personagens icônicos da Nintendo.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3869279357,https://www.collectorsguardian.com.br/MLB-3869279357-super-donkey-kong-2-super-famicom/snes-jp-game.-_JM#item_id=MLB3869279357,https://http2.mlstatic.com/D_NQ_NP_889670-MLB79984421969_102024-O.jpg
MLB3869271695,001-2410-0532,Fifa 06: Road To World Cup - Xbox 360,0,Mercado Livre e Mercado Shops,110,90,No Vincular,R$,"FIFA 06: Road to World Cup – Xbox 360 (Mídia Física)

Cópia física de ""FIFA 06: Road to World Cup"" para Xbox 360. Título de futebol da popular franquia FIFA, com times e competições oficiais rumo à Copa do Mundo.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3869271695,https://www.collectorsguardian.com.br/MLB-3869271695-fifa-06:-road-to-world-cup---xbox-360-_JM#item_id=MLB3869271695,https://http2.mlstatic.com/D_NQ_NP_893039-MLB79738985118_102024-O.jpg
MLB3869271087,001-2410-0531,Front Mission Super Famicom Japan Game,1,Mercado Livre e Mercado Shops,245,199,No Vincular,R$,"Front Mission – Super Famicom (Mídia Física, Versão Japonesa)

Cópia física de ""Front Mission"" para Super Famicom, versão japonesa. Um jogo de estratégia com mechas e batalhas táticas, parte da clássica franquia Front Mission.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3869271087,https://www.collectorsguardian.com.br/MLB-3869271087-front-mission-super-famicom-japan-game-_JM#item_id=MLB3869271087,https://http2.mlstatic.com/D_NQ_NP_817007-MLB79813574135_102024-O.jpg
MLB3869253869,001-2410-0530,Mickey No Tokyo Disneyland Daibken,1,Mercado Livre e Mercado Shops,450,385,No Vincular,R$,"Mickey no Tokyo Disneyland Daibouken – Super Famicom (Mídia Física)

Cópia física de ""Mickey no Tokyo Disneyland Daibouken"" para Super Famicom. Um jogo de plataforma com temática da Disney, onde o jogador explora cenários inspirados no parque Tokyo Disneyland.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Obs: MANUAL AUSENTE! Sem manual!",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3869253869,https://www.collectorsguardian.com.br/MLB-3869253869-mickey-no-tokyo-disneyland-daibken-_JM#item_id=MLB3869253869,https://http2.mlstatic.com/D_NQ_NP_669039-MLB79733707430_102024-O.jpg
MLB3869234517,001-2410-0528,Puyo Puyo 2 - Super Famicom,1,Mercado Livre e Mercado Shops,175,155,No Vincular,R$,"Puyo Puyo 2 – Super Famicom (Mídia Física)

Cópia física de ""Puyo Puyo 2"" para Super Famicom. Um clássico jogo de puzzle com jogabilidade viciante e competitiva.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3869234517,https://www.collectorsguardian.com.br/MLB-3869234517-puyo-puyo-2---super-famicom-_JM#item_id=MLB3869234517,https://http2.mlstatic.com/D_NQ_NP_962472-MLB79733706408_102024-O.jpg
MLB3869050109,001-2410-0527,Playstation 1 Motto Nyanto Wonderful 2,1,Mercado Livre e Mercado Shops,185,150,No Vincular,R$,"Motto Nyanto Wonderful 2 – PS1 (Mídia Física)

Cópia física de ""Motto Nyanto Wonderful 2"" para PlayStation 1. Um jogo leve e descontraído, centrado em personagens fofos e uma experiência de jogo simples.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3869050109,https://www.collectorsguardian.com.br/MLB-3869050109-playstation-1-motto-nyanto-wonderful-2-_JM#item_id=MLB3869050109,https://http2.mlstatic.com/D_NQ_NP_859507-MLB79983109291_102024-O.jpg
MLB3868972989,001-2410-0525,Heavy Rain Move Edition - Ps3,1,Mercado Livre e Mercado Shops,65,45,No Vincular,R$,"Heavy Rain Move Edition – PS3 (Mídia Física)

Cópia física de ""Heavy Rain Move Edition"" para PlayStation 3. Versão do aclamado jogo com suporte ao PlayStation Move, oferecendo uma experiência interativa única com controles de movimento.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868972989,https://www.collectorsguardian.com.br/MLB-3868972989-heavy-rain-move-edition---ps3-_JM#item_id=MLB3868972989,https://http2.mlstatic.com/D_NQ_NP_925508-MLB79738247926_102024-O.jpg
MLB3868888255,001-2410-0524,Call Of Juarez: The Cartel -  Ps3,1,Mercado Livre e Mercado Shops,85,65,No Vincular,R$,"Call of Juarez: The Cartel – PS3 (Mídia Física)

Cópia física de ""Call of Juarez: The Cartel"" para PlayStation 3. Um jogo de tiro em primeira pessoa ambientado no mundo do crime, combinando ação intensa e narrativa envolvente.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868888255,https://www.collectorsguardian.com.br/MLB-3868888255-call-of-juarez:-the-cartel----ps3-_JM#item_id=MLB3868888255,https://http2.mlstatic.com/D_NQ_NP_964302-MLB79752749315_102024-O.jpg
MLB3868879681,001-2410-0523,Heavy Rain - Jogo Para Ps3,1,Mercado Shops,8,35,No Vincular,R$,"Heavy Rain – PS3 (Mídia Física)

Cópia física de ""Heavy Rain"" para PlayStation 3. Um jogo de aventura e drama interativo, conhecido por sua narrativa envolvente e múltiplos finais baseados nas escolhas do jogador.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos disponíveis para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868879681,https://www.collectorsguardian.com.br/MLB-3868879681-heavy-rain---jogo-para-ps3-_JM#item_id=MLB3868879681,https://http2.mlstatic.com/D_NQ_NP_860361-MLB79506146578_102024-O.jpg
MLB3868703181,001-2410-0522,Winning Eleven 2012  - Versão Japonêsa - Psp,1,Mercado Livre e Mercado Shops,90,79,No Vincular,R$,"Winning Eleven 2012 – PSP (Mídia Física, Versão Japonesa)

Cópia física de ""Winning Eleven 2012"" para PlayStation Portable, versão japonesa. Parte da popular franquia de jogos de futebol, oferecendo uma experiência esportiva envolvente e realista para os fãs do gênero.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868703181,https://www.collectorsguardian.com.br/MLB-3868703181-winning-eleven-2012----versão-japonêsa---psp-_JM#item_id=MLB3868703181,https://http2.mlstatic.com/D_NQ_NP_709679-MLB79737971984_102024-O.jpg
MLB3868678807,001-2410-0521,Winning Eleven 2014  - Versão Japonêsa - Psp,0,Mercado Livre e Mercado Shops,90,79,No Vincular,R$,"Winning Eleven 2014 – PSP (Mídia Física, Versão Japonesa)

Cópia física de ""Winning Eleven 2014"" para PlayStation Portable, versão japonesa. Um jogo de futebol que faz parte da popular franquia, oferecendo uma experiência esportiva completa.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868678807,https://www.collectorsguardian.com.br/MLB-3868678807-winning-eleven-2014----versão-japonêsa---psp-_JM#item_id=MLB3868678807,https://http2.mlstatic.com/D_NQ_NP_678786-MLB79738089712_102024-O.jpg
MLB3868674601,001-2410-0519,Musou Orochi 2 - Jogo Para  - Versão Japonesa - Xbox 360,1,Mercado Livre e Mercado Shops,125,110,No Vincular,R$,"Musou Orochi 2 – Xbox 360 (Mídia Física, Japonês)

Cópia física de ""Musou Orochi 2"" para Xbox 360, versão japonesa. Um jogo de ação hack and slash que combina personagens das séries ""Dynasty Warriors"" e ""Samurai Warriors"".

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos disponíveis para pagamentos à vista. Consulte nosso catálogo para mais itens.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868674601,https://www.collectorsguardian.com.br/MLB-3868674601-musou-orochi-2---jogo-para----versão-japonesa---xbox-360-_JM#item_id=MLB3868674601,https://http2.mlstatic.com/D_NQ_NP_697324-MLB79499571170_102024-O.jpg
MLB3868641137,001-2410-0518,Shin Sangoku Musou Dynasty Warrior -  Psp,1,Mercado Livre e Mercado Shops,170,159,No Vincular,R$,"Shin Sangoku Musou: Dynasty Warrior – PSP (Mídia Física)

Cópia física de ""Shin Sangoku Musou: Dynasty Warrior"" para PlayStation Portable. Jogo de ação e estratégia da famosa franquia de combates épicos na China antiga.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868641137,https://www.collectorsguardian.com.br/MLB-3868641137-shin-sangoku-musou-dynasty-warrior----psp-_JM#item_id=MLB3868641137,https://http2.mlstatic.com/D_NQ_NP_605675-MLB79736064176_102024-O.jpg
MLB3868616921,001-2410-0517,Biohazard Revelations Unveiled Edition - Nintendo Switch,1,Mercado Livre e Mercado Shops,265,220,No Vincular,R$,"Biohazard Revelations Unveiled Edition – Nintendo Switch (Mídia Física)

Cópia física de ""Biohazard Revelations Unveiled Edition"" para Nintendo Switch. Uma versão aprimorada do título de survival horror, oferecendo gráficos atualizados e uma jogabilidade envolvente em modo portátil ou dock.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868616921,https://www.collectorsguardian.com.br/MLB-3868616921-biohazard-revelations-unveiled-edition---nintendo-switch-_JM#item_id=MLB3868616921,https://http2.mlstatic.com/D_NQ_NP_744532-MLB79986534007_102024-O.jpg
MLB3868614661,001-2410-0516,Puyo Puyo 7 - Psp  (com Detalhes),1,Mercado Livre e Mercado Shops,100,90,No Vincular,R$,"Puyo Puyo 7 – PSP (Mídia Física, Versão Japonesa)

Cópia física de ""Puyo Puyo 7"" para PlayStation Portable. Jogo de puzzle clássico da série Puyo Puyo, com mecânicas de jogo envolventes. Contém detalhes ou sinais de desgaste.

Detalhes:
- Condição: Usado, com pequenos sinais de desgaste.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868614661,https://www.collectorsguardian.com.br/MLB-3868614661-puyo-puyo-7---psp--(com-detalhes)-_JM#item_id=MLB3868614661,https://http2.mlstatic.com/D_NQ_NP_995432-MLB79986869719_102024-O.jpg
MLB3868611391,001-2410-0515,Monster Hunter Portable - Psp,1,Mercado Livre e Mercado Shops,190,90,No Vincular,R$,"Monster Hunter Portable – PSP (Mídia Física)

Cópia física de ""Monster Hunter Portable"" para PlayStation Portable. Um jogo de ação e aventura que oferece batalhas emocionantes contra criaturas gigantescas em cenários variados.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868611391,https://www.collectorsguardian.com.br/MLB-3868611391-monster-hunter-portable---psp-_JM#item_id=MLB3868611391,https://http2.mlstatic.com/D_NQ_NP_651668-MLB79986830067_102024-O.jpg
MLB3868592823,001-2410-0511,Dangan Ronpa Sony Psp Original Japonês,1,Mercado Livre e Mercado Shops,110,90,No Vincular,R$,"Dangan Ronpa – PSP (Mídia Física, Versão Japonesa)

Cópia física de ""Dangan Ronpa"" para PlayStation Portable, versão original japonesa. Um jogo de aventura e investigação com narrativa envolvente, mecânicas de julgamento e personagens marcantes.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos disponíveis para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3868592823,https://www.collectorsguardian.com.br/MLB-3868592823-dangan-ronpa-sony-psp-original-japonês-_JM#item_id=MLB3868592823,https://http2.mlstatic.com/D_NQ_NP_725222-MLB79986373705_102024-O.jpg
MLB3866658611,001-2410-0510,Nier: Automata  Ps4 (mídia Física) - Japonesa,1,Mercado Livre e Mercado Shops,120,110,No Vincular,R$,"NieR: Automata – PS4 (Mídia Física)

Cópia física de ""NieR: Automata"" para PlayStation 4. Um RPG de ação aclamado pela crítica, conhecido por sua narrativa envolvente e combate dinâmico.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte completo ao cliente.

Descontos para pagamentos à vista. Consulte nosso catálogo para mais opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3866658611,https://www.collectorsguardian.com.br/MLB-3866658611-nier:-automata--ps4-(mídia-física)---japonesa-_JM#item_id=MLB3866658611,https://http2.mlstatic.com/D_NQ_NP_924776-MLB79986531799_102024-O.jpg
MLB3866652089,001-2410-0509,Final Fantasy Xvi  Ps5 (versão Japonesa),0,Mercado Livre e Mercado Shops,205,190,No Vincular,R$,"Final Fantasy XVI – PS5 (Mídia Física, Versão Exclusiva Japonesa)

Cópia física de ""Final Fantasy XVI"" para PlayStation 5, edição exclusiva do mercado japonês. Item indispensável para colecionadores e fãs da série.

Detalhes:
- Condição: Usado, em bom estado.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou 18 vezes pelo Mercado Pago.
- Suporte ao cliente para uma compra segura.

Descontos disponíveis para pagamentos à vista. Consulte nosso catálogo para mais opções.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Clássico,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3866652089,https://www.collectorsguardian.com.br/MLB-3866652089-final-fantasy-xvi--ps5-(versão-japonesa)-_JM#item_id=MLB3866652089,https://http2.mlstatic.com/D_NQ_NP_992708-MLB79706101281_102024-O.jpg
MLB3863066487,001-2410-0508,Life Is Strange Limited Edition Ps4,1,Mercado Livre e Mercado Shops,1950,1650,No Vincular,R$,"Life Is Strange Limited Edition para PS4, uma adição valiosa para os fãs desta aclamada série de jogos narrativos.

Esta edição limitada inclui um CD lacrado com a trilha sonora um artbook, que celebram a história envolvente e as escolhas impactantes que tornam Life Is Strange tão memorável.

Condição do Produto: Usado, em excelente estado, com a caixa intacta e todos os itens inclusos.",Envios por conta própria,Envios por conta própria,Premium,,,Ativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3863066487,https://www.collectorsguardian.com.br/MLB-3863066487-life-is-strange-limited-edition-ps4-_JM#item_id=MLB3863066487,https://http2.mlstatic.com/D_NQ_NP_699178-MLB79537327282_102024-O.jpg
MLB3863029405,001-2410-0507,Psl Stray Playstation 5 Ps5 Edição Especial Japonesa,1,Mercado Livre e Mercado Shops,430,430,No Vincular,R$,"Stray – Edição Especial Japonesa para PS5

Edição especial japonesa de ""Stray"" para PlayStation 5. Esta versão apresenta conteúdos exclusivos ao mercado japonês, ideal para colecionadores que buscam itens diferenciados e específicos dessa região. Com uma narrativa única e jogabilidade envolvente, este título foi otimizado para aproveitar os recursos gráficos e desempenho do PS5.

Características:
- Versão Japonesa: Inclui materiais e conteúdos exclusivos desta edição.
- Compatível com PS5: Otimizado para desempenho aprimorado e gráficos de alta definição.

Condição:
Produto novo e lacrado, em estado perfeito.

As imagens fornecidas são autênticas e detalham a condição exata do item.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento em até 12 vezes sem juros no cartão comum ou até 18 vezes pelo Mercado Pago.
- Suporte ao cliente para garantir uma transação segura.

Descontos disponíveis para pagamentos à vista. Para mais itens ou dúvidas, consulte nosso catálogo e entre em contato.",Mercado Envios por conta do comprador,Mercado Envios por conta do comprador,Premium,,,Inativo,Videogames,001,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=3863029405,https://www.collectorsguardian.com.br/MLB-3863029405-psl-stray-playstation-5-ps5-edição-especial-japonesa-_JM#item_id=MLB3863029405,https://http2.mlstatic.com/D_NQ_NP_867772-MLB79784693587_102024-O.jpg
